,NO_IES,SG_IES,NO_MANTENEDORA,TP_CAT_ADM_NAME,TP_ORG_ACAD_NAME,NU_ANO_CENSO,QT_CARGA_HORARIA_TOTAL,QT_VAGA_TOTAL,QT_INSCRITO_TOTAL,TOTAL_ALUNOS,ALUNOS_TRANSF,CO_LOCAL_OFERTA,UF,MUNICIPIO,IN_CAPITAL,NO_CURSO,IN_GRATUITO,DT_INICIO_FUNCIONAMENTO,DT_AUTORIZACAO_CURSO,IN_OFERECE_DISC_SEMI_PRES,NU_PERC_CARGA_SEMI_PRES,IN_INGRESSO_VESTIBULAR,IN_INGRESSO_ENEM,IN_INGRESSO_AVALIACAO_SERIADA,IN_INGRESSO_SELECAO_SIMPLIFICA,IN_INGRESSO_OUTRO_TIPO_SELECAO,IN_INGRESSO_VAGA_REMANESC,IN_INGRESSO_VAGA_PROG_ESPECIAL,IN_INGRESSO_TRANSF_EXOFFICIO,IN_INGRESSO_DECISAO_JUDICIAL,IN_INGRESSO_CONVENIO_PECG,IN_INGRESSO_EGRESSO,IN_INGRESSO_OUTRA_FORMA,IN_RESERVA_VAGAS,IN_RESERVA_ETNICO,IN_RESERVA_DEFICIENCIA,IN_RESERVA_ENSINO_PUBLICO,IN_RESERVA_RENDA_FAMILIAR,IN_RESERVA_OUTRA,IN_FINANCIAMENTO_ESTUDANTIL,IN_FIN_REEMB_FIES,IN_FIN_REEMB_ESTADUAL,IN_FIN_REEMB_MUNICIPAL,IN_FIN_REEMB_PROG_IES,IN_FIN_REEMB_ENT_EXTERNA,IN_FIN_REEMB_OUTRA,IN_FIN_NAOREEMB_PROUNI_INTEGR,IN_FIN_NAOREEMB_PROUNI_PARCIAL,IN_FIN_NAOREEMB_ESTADUAL,IN_FIN_NAOREEMB_MUNICIPAL,IN_FIN_NAOREEMB_PROG_IES,IN_FIN_NAOREEMB_ENT_EXTERNA,IN_FIN_NAOREEMB_OUTRA,IN_ATIVIDADE_EXTRACURRICULAR,IN_COMPLEMENTAR_ESTAGIO,IN_COMPLEMENTAR_EXTENSAO,IN_COMPLEMENTAR_MONITORIA,IN_COMPLEMENTAR_PESQUISA,IN_BOLSA_ESTAGIO,IN_BOLSA_EXTENSAO,IN_BOLSA_MONITORIA,IN_BOLSA_PESQUISA,IN_MOBILIDADE_ACADEMICA,IN_MATRICULA,IN_CONCLUINTE,IN_INGRESSO_TOTAL,QT_INSC_VAGA_NOVA_INTEGRAL,QT_INSC_VAGA_REMAN_INTEGRAL,QT_INSC_PROG_ESP_INTEGRAL,QT_VAGAS_NOVAS_INTEGRAL,QT_VAGAS_REMAN_INTEGRAL,QT_VAGAS_PROG_ESP_INTEGRAL,QT_INGRESSO_TOTAL,QT_INGRESSO_VAGA_NOVA,QT_MATRICULA_TOTAL,QT_CONCLUINTE_TOTAL,CO_MANTENEDORA,CO_IES,CO_CURSO,CO_UF,CO_MUNICIPIO
140,UNIVERSIDADE DO CEUMA - UNICEUMA,UNICEUMA,CEUMA-ASSOCIACAO DE ENSINO SUPERIOR,Privada sem fins lucrativos,Universidade,2018,7464,135,546,200,0,1058879.0,Maranhão,Imperatriz,0.0,MEDICINA,0,09/11/2017,,0.0,,167,14,0,0,0.0,19,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,28.0,15.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,200,0.0,200.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,200,0,124,525.0,21.0,0.0,114.0,21.0,0.0,135,114,200,0,2559,823,1192188,21.0,2105302.0
141,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,FUNDACAO UNIVERSIDADE FEDERAL DO MARANHAO,Pública Federal,Universidade,2018,8130,40,3187,224,0,1060906.0,Maranhão,Pinheiro,0.0,MEDICINA,1,01/03/2014,,0.0,,0,126,0,0,0.0,70,0,2,26,0,0,0.0,73,50.0,10.0,67.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,4.0,0.0,8.0,0.0,4.0,0.0,2.0,0.0,224,0,16,3187.0,0.0,0.0,40.0,0.0,0.0,18,16,224,0,2497,548,1257777,21.0,2108603.0
142,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,Pública Federal,Universidade,2018,7710,105,4918,667,0,690191.0,Rio Grande do Norte,Natal,1.0,MEDICINA,1,01/03/1956,,0.0,,113,515,0,0,0.0,25,0,5,5,4,0,0.0,202,122.0,0.0,202.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532,15.0,517.0,132.0,67.0,15.0,14.0,23.0,29.0,1.0,667,110,109,3198.0,1720.0,0.0,100.0,5.0,0.0,110,98,667,110,13401,570,12345,24.0,2408102.0
143,UNIVERSIDADE POTIGUAR,UNP,APEC - SOCIEDADE POTIGUAR DE EDUCACAO E CULTURA LTDA,Privada com fins lucrativos,Universidade,2018,8680,262,2801,1096,0,1067760.0,Rio Grande do Norte,Natal,1.0,MEDICINA,0,19/07/2006,,0.0,,894,125,0,0,0.0,73,0,0,6,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,518.0,419.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,100.0,0.0,0.0,123,2.0,20.0,96.0,16.0,2.0,0.0,0.0,0.0,0.0,1096,142,253,2782.0,19.0,0.0,243.0,19.0,0.0,259,239,1096,142,481,718,91219,24.0,2408102.0
144,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,Pública Federal,Universidade,2018,7560,40,983,203,0,8074.0,Rio Grande do Norte,Caicó,0.0,MEDICINA,1,21/07/2014,,0.0,,0,199,0,0,0.0,1,0,2,1,0,0,0.0,78,52.0,0.0,78.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156,0.0,152.0,29.0,43.0,0.0,3.0,9.0,15.0,0.0,203,0,45,983.0,0.0,0.0,40.0,0.0,0.0,45,43,203,0,13401,570,1202546,24.0,2402006.0
145,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,UNIVERSIDADE FEDERAL DO PARANA,Pública Federal,Universidade,2018,7760,62,2762,180,1,1072380.0,Paraná,Toledo,0.0,MEDICINA,1,,,0.0,,178,0,0,1,0.0,1,0,0,0,0,0,0.0,29,15.0,1.0,28.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0,21.0,14.0,2.0,0.0,0.0,5.0,1.0,0.0,180,0,62,2761.0,1.0,0.0,61.0,1.0,0.0,62,61,180,0,15595,571,5001466,41.0,4127700.0
146,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,UNIVERSIDADE FEDERAL FLUMINENSE,Pública Federal,Universidade,2018,9135,232,13075,1113,0,1099.0,Rio de Janeiro,Niterói,0.0,MEDICINA,1,31/05/1926,,0.0,,86,916,0,0,0.0,100,0,3,5,3,0,0.0,358,178.0,12.0,96.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,7.0,13.0,79.0,9.0,7.0,13.0,79.0,9.0,0.0,1113,158,226,13023.0,52.0,0.0,180.0,52.0,0.0,235,176,1113,158,15589,572,12692,33.0,3303302.0
147,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,UNIVERSIDADE FEDERAL DE JUIZ DE FORA UFJF,Pública Federal,Universidade,2018,7610,180,6343,1097,0,1039546.0,Minas Gerais,Juiz de Fora,0.0,MEDICINA,1,01/02/1953,,0.0,,82,619,391,0,0.0,0,0,1,1,3,0,0.0,543,286.0,0.0,543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303,0.0,134.0,143.0,53.0,0.0,134.0,143.0,53.0,0.0,1097,173,170,6343.0,0.0,0.0,180.0,0.0,0.0,173,171,1097,173,15648,576,13103,31.0,3136702.0
148,UNIVERSIDADE PRESIDENTE ANTÔNIO CARLOS,UNIPAC,FUNDACAO PRESIDENTE ANTONIO CARLOS,Privada sem fins lucrativos,Universidade,2018,9000,110,954,516,0,405.0,Minas Gerais,Juiz de Fora,0.0,MEDICINA,0,04/11/2002,,0.0,,420,35,0,0,0.0,96,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,58.0,4.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,7.0,12.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516,0,92,938.0,16.0,0.0,94.0,16.0,0.0,109,93,516,0,221,308,65924,31.0,3136702.0
149,FACULDADE DE CIÊNCIAS MÉDICAS E DA SAÚDE DE JUIZ DE FORA,FCMS/JF,SUPREMA-SOCIEDADE UNIVERSITARIA PARA O ENSINO MEDICO ASSISTENCIAL LTDA,Privada com fins lucrativos,Faculdade,2018,7960,139,1515,784,0,696949.0,Minas Gerais,Juiz de Fora,0.0,MEDICINA,0,03/11/2004,,0.0,,647,78,0,0,0.0,58,0,1,0,0,0,0.0,71,0.0,0.0,0.0,71.0,0.0,143.0,80.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,523,6.0,468.0,78.0,422.0,3.0,0.0,13.0,0.0,0.0,784,117,128,1473.0,42.0,0.0,134.0,5.0,0.0,134,129,784,117,1852,2843,74594,31.0,3136702.0
150,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,UNIVERSIDADE FEDERAL DE JUIZ DE FORA UFJF,Pública Federal,Universidade,2018,7640,100,3272,513,0,1057285.0,Minas Gerais,Governador Valadares,0.0,MEDICINA,1,27/02/2012,,0.0,,92,214,195,0,0.0,11,0,1,0,0,0,0.0,255,150.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,0.0,56.0,60.0,9.0,0.0,56.0,60.0,9.0,0.0,513,65,89,3272.0,0.0,0.0,100.0,0.0,0.0,96,96,513,65,15648,576,5001167,31.0,3127701.0
151,UNIVERSIDADE VALE DO RIO DOCE,UNIVALE,FUNDACAO PERCIVAL FARQUHAR,Privada sem fins lucrativos,Universidade,2018,9180,72,551,185,0,33661.0,Minas Gerais,Governador Valadares,0.0,MEDICINA,0,17/05/2016,,0.0,,140,21,0,1,0.0,26,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185,0,78,474.0,77.0,0.0,58.0,14.0,0.0,81,70,185,0,354,513,1102360,31.0,3127701.0
152,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,UNIVERSIDADE FEDERAL DE ALAGOAS,Pública Federal,Universidade,2018,5520,30,1569,115,0,1031647.0,Alagoas,Arapiraca,0.0,MEDICINA,1,11/01/2016,,0.0,,0,115,0,0,0.0,0,0,0,0,0,0,0.0,43,3.0,1.0,15.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,13.0,24.0,4.0,0.0,2.0,3.0,3.0,0.0,115,0,28,1569.0,0.0,0.0,30.0,0.0,0.0,30,30,115,0,15601,577,1257524,27.0,2700300.0
153,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,Pública Federal,Universidade,2018,7714,45,2664,128,0,1004304.0,Bahia,Vitória da Conquista,0.0,MEDICINA,1,04/07/2016,,0.0,,0,90,0,27,0.0,0,0,0,11,0,0,0.0,65,60.0,0.0,65.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,11.0,0.0,4.0,0.0,11.0,0.0,4.0,1.0,128,0,43,2664.0,0.0,0.0,45.0,0.0,0.0,52,44,128,0,15594,578,1342505,29.0,2933307.0
154,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,UESB,AUTARQUIA UNIVERSIDADE DO SUDOESTE,Pública Estadual,Universidade,2018,8970,33,6249,214,0,658033.0,Bahia,Vitória da Conquista,0.0,MEDICINA,1,16/03/2004,,0.0,,115,92,0,0,0.0,2,0,2,3,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,2.0,6.0,19.0,7.0,0.0,6.0,0.0,7.0,0.0,214,31,34,6249.0,0.0,0.0,33.0,0.0,0.0,34,33,214,31,457,688,80037,29.0,2933307.0
155,FACULDADE DE SAÚDE SANTO AGOSTINHO DE VITÓRIA DA CONQUISTA,FASA,INSTITUTO EDUCACIONAL SANTO AGOSTINHO LTDA,Privada com fins lucrativos,Faculdade,2018,8968,127,1531,305,0,1057388.0,Bahia,Vitória da Conquista,0.0,MEDICINA,0,20/02/2015,,0.0,,259,16,0,0,0.0,34,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,229.0,47.0,0.0,0.0,16.0,2.0,0.0,28.0,0.0,0.0,0.0,149.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305,0,95,1479.0,52.0,0.0,117.0,10.0,0.0,106,95,305,0,1264,17498,1179189,29.0,2933307.0
156,UNIVERSIDADE FEDERAL DA PARAÍBA,UFPB,UNIVERSIDADE FEDERAL DA PARAIBA,Pública Federal,Universidade,2018,9440,124,4454,714,3,1001624.0,Paraíba,João Pessoa,1.0,MEDICINA,1,27/11/1951,,0.0,,112,536,0,0,0.0,50,1,0,8,7,0,0.0,268,164.0,29.0,257.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406,4.0,366.0,126.0,107.0,4.0,39.0,35.0,33.0,2.0,714,108,118,4408.0,46.0,0.0,120.0,4.0,0.0,119,115,714,108,15590,579,13424,25.0,2507507.0
157,FACULDADE DE CIÊNCIAS MÉDICAS DA PARAÍBA,FCM-PB,CENTRO NORDESTINO DE ENSINO SUPERIOR S/S LTDA,Privada com fins lucrativos,Faculdade,2018,9683,207,1282,833,0,1079920.0,Paraíba,João Pessoa,1.0,MEDICINA,0,11/08/2004,,0.0,,481,180,0,0,0.0,182,0,1,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,259.0,181.0,0.0,0.0,0.0,0.0,0.0,45.0,63.0,0.0,0.0,0.0,0.0,0.0,222,0.0,222.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,833,105,197,1229.0,53.0,0.0,182.0,25.0,0.0,208,182,833,105,1371,2082,72667,25.0,2507507.0
158,FACULDADE DE MEDICINA NOVA ESPERANÇA,FAMENE,ESCOLA DE ENFERMAGEM NOVA ESPERANCA LTDA,Privada com fins lucrativos,Faculdade,2018,8560,257,1780,1319,0,699042.0,Paraíba,João Pessoa,1.0,MEDICINA,0,16/08/2004,,0.0,,1018,55,0,0,0.0,230,0,0,16,0,0,0.0,16,0.0,0.0,0.0,0.0,16.0,735.0,719.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,224,0.0,142.0,83.0,0.0,0.0,142.0,83.0,0.0,0.0,1319,184,253,1640.0,140.0,0.0,220.0,37.0,0.0,257,220,1319,184,1158,1995,72681,25.0,2507507.0
159,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA,UNIPÊ,IPE EDUCACIONAL LTDA,Privada com fins lucrativos,Centro Universitário,2018,7540,142,1128,595,2,657848.0,Paraíba,João Pessoa,1.0,MEDICINA,0,28/07/2014,,0.0,,494,541,0,52,0.0,2,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,425.0,117.0,0.0,0.0,0.0,110.0,0.0,51.0,0.0,0.0,0.0,159.0,11.0,0.0,203,0.0,35.0,17.0,186.0,0.0,0.0,9.0,7.0,0.0,595,0,118,1120.0,8.0,0.0,140.0,2.0,0.0,134,132,595,0,245,352,1190667,25.0,2507507.0
160,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,Pública Federal,Universidade,2018,7275,92,5734,535,0,600028.0,Paraíba,Campina Grande,0.0,MEDICINA,1,20/06/1979,,0.0,,0,486,0,0,0.0,45,0,0,2,2,0,0.0,179,115.0,15.0,179.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,0.0,27.0,81.0,22.0,0.0,27.0,34.0,11.0,2.0,535,67,94,5691.0,43.0,0.0,90.0,2.0,0.0,97,95,535,67,14341,2564,13453,25.0,2504009.0
161,CENTRO UNIVERSITÁRIO FACISA,UNIFACISA,CESED - CENTRO DE ENSINO SUPERIOR E DESENVOLVIMENTO LTDA,Privada com fins lucrativos,Centro Universitário,2018,8200,278,2116,1271,47,659109.0,Paraíba,Campina Grande,0.0,MEDICINA,0,01/02/2006,,0.0,,778,272,0,0,0.0,206,0,4,11,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,889.0,673.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,162.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271,127,303,1772.0,344.0,0.0,198.0,80.0,0.0,323,237,1271,127,891,1334,90483,25.0,2504009.0
162,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UFCG,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,Pública Federal,Universidade,2018,7890,45,1479,143,0,776.0,Paraíba,Cajazeiras,0.0,MEDICINA,1,15/10/2007,,0.0,,1,108,0,0,0.0,33,0,0,1,0,0,0.0,50,30.0,4.0,50.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,0.0,4.0,49.0,12.0,0.0,4.0,25.0,10.0,0.0,143,10,37,1155.0,324.0,0.0,30.0,15.0,0.0,45,30,143,10,14341,2564,1101742,25.0,2503704.0
163,FACULDADE SANTA MARIA,FSM,LACERDA & GOLDFARB LTDA - EPP,Privada com fins lucrativos,Faculdade,2018,8980,93,1495,463,0,659015.0,Paraíba,Cajazeiras,0.0,MEDICINA,0,01/08/2012,,1.0,2.67,335,61,0,0,0.0,64,0,3,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,333.0,311.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,26,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,463,69,89,1482.0,13.0,0.0,80.0,13.0,0.0,94,80,463,69,1421,2158,1104264,25.0,2503704.0
164,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,UNIVERSIDADE FEDERAL DE PERNAMBUCO,Pública Federal,Universidade,2018,7868,98,2138,373,0,1051633.0,Pernambuco,Caruaru,0.0,MEDICINA,1,01/03/2014,,0.0,,75,363,0,0,0.0,9,0,0,1,0,0,0.0,174,93.0,10.0,122.0,58.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0.0,7.0,74.0,6.0,0.0,7.0,10.0,2.0,0.0,373,0,78,2137.0,1.0,0.0,80.0,18.0,0.0,80,79,373,0,15538,580,1189778,26.0,2604106.0
165,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,UNIVERSIDADE FEDERAL DE SANTA MARIA,Pública Federal,Universidade,2018,6645,122,881,766,0,657977.0,Rio Grande do Sul,Santa Maria,0.0,MEDICINA,1,19/05/1954,,0.0,,406,288,61,0,0.0,0,0,10,1,0,0,0.0,350,132.0,33.0,308.0,152.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359,31.0,228.0,85.0,144.0,0.0,10.0,43.0,30.0,2.0,766,121,111,881.0,0.0,0.0,122.0,0.0,0.0,122,121,766,121,14678,582,13866,43.0,4316907.0
166,UNIVERSIDADE FRANCISCANA,UFN,SOC CARIT E LIT SAO FRANCISCO DE ASSIS ZONA NORTE,Privada sem fins lucrativos,Universidade,2018,9320,102,4182,328,0,657887.0,Rio Grande do Sul,Santa Maria,0.0,MEDICINA,0,14/08/2014,,0.0,,269,55,0,0,0.0,1,0,3,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,196.0,48.0,0.0,0.0,0.0,89.0,0.0,43.0,1.0,0.0,0.0,10.0,5.0,0.0,4,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,328,0,86,4180.0,2.0,0.0,100.0,2.0,0.0,98,97,328,0,297,426,1183313,43.0,4316907.0
167,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,UNIVERSIDADE FEDERAL DO CEARA,Pública Federal,Universidade,2018,9080,166,6025,1064,0,133808.0,Ceará,Fortaleza,1.0,MEDICINA,1,13/04/1948,,0.0,,2,1027,0,0,0.0,16,0,3,8,8,0,0.0,302,0.0,0.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320,0.0,210.0,91.0,21.0,0.0,210.0,91.0,21.0,1.0,1064,155,162,5848.0,177.0,0.0,160.0,6.0,0.0,165,156,1064,155,15439,583,13996,23.0,2304400.0
168,UNIVERSIDADE ESTADUAL DO CEARÁ,UECE,FUNDACAO UNIVERSIDADE ESTADUAL DO CEARA FUNECE,Pública Estadual,Universidade,2018,9588,44,5550,240,0,657688.0,Ceará,Fortaleza,1.0,MEDICINA,1,24/03/2003,,0.0,,210,20,0,0,0.0,7,0,2,0,1,0,0.0,37,32.0,0.0,37.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,0.0,52.0,53.0,18.0,0.0,52.0,53.0,18.0,4.0,240,43,44,,,,,,,44,39,240,43,29,29,66248,23.0,2304400.0
169,CENTRO UNIVERSITÁRIO CHRISTUS,UNICHRISTUS,IPADE - INSTITUTO PARA O DESENVOLVIMENTO DA EDUCACAO LTDA.,Privada com fins lucrativos,Centro Universitário,2018,7408,214,5087,954,0,3349.0,Ceará,Fortaleza,1.0,MEDICINA,0,01/08/2006,,0.0,,653,9,25,166,0.0,121,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,418.0,320.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,951,950.0,951.0,951.0,951.0,0.0,0.0,7.0,0.0,0.0,954,136,185,4728.0,359.0,0.0,177.0,37.0,0.0,189,152,954,136,1246,1895,90084,23.0,2304400.0
170,UNIVERSIDADE DE FORTALEZA,UNIFOR,FUNDACAO EDSON QUEIROZ,Privada sem fins lucrativos,Universidade,2018,8532,214,4641,1011,0,657967.0,Ceará,Fortaleza,1.0,MEDICINA,0,01/08/2006,,1.0,4.0,923,0,0,0,0.0,86,0,0,2,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,324.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,200,0.0,0.0,178.0,35.0,0.0,0.0,6.0,34.0,0.0,1011,117,209,4474.0,167.0,0.0,200.0,14.0,0.0,212,197,1011,117,386,555,93001,23.0,2304400.0
171,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,UNIVERSIDADE FEDERAL DO CEARA,Pública Federal,Universidade,2018,9080,86,2581,515,0,1072387.0,Ceará,Sobral,0.0,MEDICINA,1,01/03/2001,,0.0,,0,487,0,0,0.0,15,0,0,5,8,0,0.0,148,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94,0.0,37.0,54.0,3.0,0.0,37.0,54.0,3.0,0.0,515,77,90,2383.0,198.0,0.0,80.0,6.0,0.0,91,80,515,77,15439,583,54490,23.0,2312908.0
172,CENTRO UNIVERSITÁRIO INTA,UNINTA,ASSOCIACAO IGREJA ADVENTISTA MISSIONARIA - AIAMIS,Privada sem fins lucrativos,Centro Universitário,2018,8265,153,441,574,0,658982.0,Ceará,Sobral,0.0,MEDICINA,0,17/03/2014,,0.0,,405,126,0,31,0.0,12,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,212.0,189.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,81,10.0,18.0,67.0,8.0,0.0,0.0,0.0,0.0,0.0,574,0,149,386.0,55.0,0.0,140.0,13.0,0.0,152,139,574,0,1390,2111,1173014,23.0,2312908.0
173,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,UNIVERSIDADE FEDERAL DE GOIAS,Pública Federal,Universidade,2018,9582,111,5015,660,0,691971.0,Goiás,Goiânia,1.0,MEDICINA,1,21/04/1960,,0.0,,161,479,0,0,0.0,5,0,1,13,1,0,0.0,255,155.0,6.0,250.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228,0.0,179.0,86.0,28.0,0.0,8.0,26.0,10.0,0.0,660,114,104,5014.0,1.0,0.0,110.0,1.0,0.0,117,112,660,114,14856,584,14093,52.0,5208707.0
174,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS,PUC GOIÁS,SOCIEDADE GOIANA DE CULTURA,Privada sem fins lucrativos,Universidade,2018,8660,141,1613,664,0,690864.0,Goiás,Goiânia,1.0,MEDICINA,0,08/08/2005,,1.0,6.49,546,65,0,0,0.0,41,0,1,11,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,369.0,273.0,0.0,0.0,12.0,35.0,0.0,64.0,0.0,19.0,0.0,31.0,0.0,0.0,105,0.0,19.0,28.0,85.0,0.0,19.0,28.0,85.0,0.0,664,89,127,1603.0,10.0,0.0,131.0,10.0,0.0,132,131,664,89,366,527,84408,52.0,5208707.0
175,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,UNIVERSIDADE FEDERAL DE GOIAS,Pública Federal,Universidade,2018,8720,61,3064,252,1,231.0,Goiás,Jataí,0.0,MEDICINA,1,16/07/2014,,0.0,,42,197,0,0,0.0,9,0,1,3,0,0,0.0,122,82.0,1.0,120.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,0.0,32.0,16.0,29.0,0.0,3.0,2.0,6.0,0.0,252,0,56,3063.0,1.0,0.0,60.0,1.0,0.0,69,66,252,0,14856,584,1292869,52.0,5211909.0
